iteration,volumeFraction,change,iterationTimeSec,S_min_bending_c01,gStress_min_bending_c01,maxStress_min_bending_c01,S_min_bending_c02,gStress_min_bending_c02,maxStress_min_bending_c02,S_min_bending_c03,gStress_min_bending_c03,maxStress_min_bending_c03,S_min_torsion_c01,gStress_min_torsion_c01,maxStress_min_torsion_c01,S_min_torsion_c02,gStress_min_torsion_c02,maxStress_min_torsion_c02,S_min_torsion_c03,gStress_min_torsion_c03,maxStress_min_torsion_c03,S_min_shear_c01,gStress_min_shear_c01,maxStress_min_shear_c01,S_min_shear_c02,gStress_min_shear_c02,maxStress_min_shear_c02,S_min_shear_c03,gStress_min_shear_c03,maxStress_min_shear_c03,S_max_bending_c01,gStress_max_bending_c01,maxStress_max_bending_c01,S_max_bending_c02,gStress_max_bending_c02,maxStress_max_bending_c02,S_max_bending_c03,gStress_max_bending_c03,maxStress_max_bending_c03,S_max_torsion_c01,gStress_max_torsion_c01,maxStress_max_torsion_c01,S_max_torsion_c02,gStress_max_torsion_c02,maxStress_max_torsion_c02,S_max_torsion_c03,gStress_max_torsion_c03,maxStress_max_torsion_c03,S_max_shear_c01,gStress_max_shear_c01,maxStress_max_shear_c01,S_max_shear_c02,gStress_max_shear_c02,maxStress_max_shear_c02,S_max_shear_c03,gStress_max_shear_c03,maxStress_max_shear_c03
45,0.479970813348118,0.0102774965375874,20.3096232916667,1216528.14579819,-0.0395763828799273,1686994.77119564,154783.255685291,-0.877801845515583,401622.499538515,64719.5383401262,-0.948905273317633,198595.843271448,899716.989375732,-0.0709345816056898,1287714.75638531,133903.562676972,-0.861728553587403,348677.502674634,54040.1568874903,-0.944197073566871,166324.587432123,274343.175746826,-0.118059609346054,409383.991271293,19141.1461734236,-0.938466302696254,56329.6741783421,5973.57929178277,-0.980796530331562,17457.4914532349,1216528.14627233,-0.0395763826267802,1686994.77183376,154783.255725413,-0.877801845499326,401622.499714515,64719.5383484978,-0.94890527331747,198595.843352683,901702.065478679,-0.0688847530054322,1289428.71554108,134914.65627396,-0.860684478488992,352943.173298664,54223.4758196859,-0.944007774836416,161455.876020617,274343.175735181,-0.118059609342974,409383.99125324,19141.14617326,-0.938466302693953,56329.6741776242,5973.57929177721,-0.980796530330697,17457.4914525558
46,0.477393451684592,0.0100719466068356,20.17347775,1224346.46954065,-0.0334039792290293,1694981.88299019,152605.244860941,-0.879521339668903,398040.24500333,65716.1699420508,-0.948118453438979,201194.920983905,911184.908451572,-0.0590925833327656,1293443.96916926,133193.615449971,-0.862461659025313,326978.146203868,54376.3061163915,-0.943849959276844,165627.494495418,279120.429790724,-0.102702007370867,415965.558232702,19421.5071442201,-0.937565016694023,58686.580372197,5912.94994095211,-0.980991437579432,18322.867233685,1224346.47032296,-0.0334039787333634,1694981.88409122,152605.244931129,-0.879521339628692,398040.245263777,65716.1699595043,-0.948118453431745,201194.921108982,901229.456674424,-0.0693727781307514,1294289.53424244,133078.797864663,-0.862580221907647,345026.080784302,54059.0758466979,-0.944177537474559,161503.604137123,279120.429594561,-0.102702007960256,415965.557945027,19421.5071326932,-0.93756501672821,58686.5803304915,5912.94993944696,-0.980991437583397,18322.8672048838
47,0.475139417067525,0.00987050767469899,20.2575730416667,1227227.84796661,-0.0311291910133116,1715007.45728578,154381.41572461,-0.878119089789688,405578.437777378,63739.4883152607,-0.94967900238678,197185.383618682,913387.703781219,-0.0568179336498742,1288969.69739271,132949.984923702,-0.862713236687505,343536.079065836,53367.9081760585,-0.944891250777846,165299.647782407,279993.306715653,-0.0998959400645831,407805.486347979,19319.1793291656,-0.937893973421079,57951.7585859529,5859.38854311178,-0.981163623237072,18109.0704860052,1227227.84751985,-0.0311291914882585,1715007.45664621,154381.415662126,-0.878119089854394,405578.437647804,63739.4882879529,-0.949679002414688,197185.3835503,910616.179327498,-0.0596798641226789,1277324.14185388,133746.074155346,-0.861891179315865,343579.233058271,53533.4960341027,-0.944720261502545,164155.104634041,279993.306674416,-0.0998959401557994,407805.486287796,19319.1793269691,-0.937893973425287,57951.7585766884,5859.38854266539,-0.981163623237642,18109.0704816631
48,0.472569499145939,0.00967309752120493,20.0965532083333,1238637.4239727,-0.0221215685465164,1739706.41260144,153242.16075184,-0.879018507847172,404814.270727721,63598.1440341441,-0.949790590750928,198115.181603376,923522.761113313,-0.0463522745683166,1316326.19490833,133626.146803935,-0.862015018661639,335973.650578638,53199.0062397134,-0.945065662231682,162375.490726599,281374.997049118,-0.0954541728905255,418034.511317385,19304.8105800076,-0.937940165130463,58461.1882936827,5866.89435304784,-0.981139494053144,18224.2531388161,1238637.42324719,-0.0221215692426723,1739706.41162356,153242.160659971,-0.879018507934965,404814.270510456,63598.1439988873,-0.949790590785097,198115.181488632,917897.12497988,-0.052161416767373,1290878.51640504,133098.309125499,-0.862560074196837,335473.850291587,53018.3719973424,-0.94525218869123,167524.745117391,281374.99710675,-0.0954541726637007,418034.511401757,19304.8105831864,-0.937940165117393,58461.1883052267,5866.89435358569,-0.981139494050548,18224.2531476283
49,0.469821325674522,0.00947963557078091,20.21943725,1248209.49689466,-0.0145646164687602,1729723.99024298,152245.093206762,-0.879805671893861,399282.395480787,63071.6056620784,-0.950206281821947,198973.846321396,927252.541429495,-0.0425008302242715,1327008.74886063,131637.871584757,-0.864068150668927,351097.342491047,52656.4756106621,-0.94562589000533,165029.948646121,284061.828985553,-0.0868167223645937,421585.970915251,19200.2984514714,-0.938276143844781,58899.8524597214,5881.14341787652,-0.981093687097067,18176.931445595,1248209.49673743,-0.0145646167172125,1729723.99011319,152245.093176516,-0.879805671932904,399282.395444401,63071.6056469347,-0.950206281840185,198973.846295483,931093.68707685,-0.0385343877887092,1323477.17246992,132326.693189446,-0.863356859953894,340638.218161282,52998.563675489,-0.945272643153076,167823.197421069,284061.828885965,-0.0868167226427886,421585.97076759,19200.2984461393,-0.938276143859087,58899.8524373812,5881.14341676774,-0.981093687099763,18176.9314315927
50,0.469125949794195,0.0092900428593653,20.257692125,1243619.19615767,-0.0181885632329275,1727865.53671088,152680.203505094,-0.879462161381578,401920.891430212,62750.961544432,-0.9504594236702,199621.578948885,931907.539179834,-0.0376939882021553,1314961.50746157,132520.534551842,-0.863156695568602,338876.381973511,52737.0918778962,-0.945542644065849,163309.505472055,286052.297283595,-0.0804178958452875,427204.095049933,19253.8959430929,-0.938103842155227,59431.3849179527,5852.6627225224,-0.98118524496257,18396.6537264766,1243619.19667354,-0.01818856294953,1727865.53734215,152680.203572484,-0.879462161343582,401920.89163048,62750.9615708686,-0.950459423655579,199621.579011582,926556.284200404,-0.0432197990367947,1318506.78181151,132137.06260325,-0.863552676218339,335757.581140375,52464.5057939658,-0.945824121801403,164380.409991715,286052.297244944,-0.0804178959272918,427204.094992452,19253.8959413372,-0.938103842158028,59431.3849097813,5852.66272200486,-0.981185244963369,18396.6537221451
51,0.468058351404249,0.00910424200217796,20.2133762916667,1254280.70227109,-0.0097715263556748,1735372.89979537,150105.151931426,-0.881495110931652,396329.407633272,63202.9427749467,-0.95010259390857,206758.841942332,928243.720347853,-0.0414773194232511,1337009.66686662,130186.734667669,-0.865566623125202,342034.526474266,52383.8491327325,-0.945907409456195,162501.125725961,289341.64926055,-0.0698435035366134,425865.57609196,19377.0425072784,-0.937707958683259,60667.1446811464,5833.24870841258,-0.981247655857762,18566.0057250377,1254280.70379364,-0.00977152527858849,1735372.9019329,150105.15209091,-0.881495110820694,396329.40812408,63202.9428310618,-0.950102593870563,206758.842196402,931994.544929419,-0.0376041442925307,1329598.59166422,130776.18724349,-0.864957942819408,339612.12900101,52638.4245773071,-0.945644529852901,166658.723422893,289341.649167835,-0.0698435037919366,425865.575957532,19377.0425025485,-0.937707958695603,60667.1446611607,5833.24870742971,-0.98124765586006,18566.0057122919
52,0.466524906434033,0.0089221571621344,20.1868650833333,1259655.49654546,-0.00552823829358162,1767065.41612022,151187.027894294,-0.880640992406633,399755.361509949,61957.0852760711,-0.951086172438683,196709.155402795,933240.108367714,-0.0363179511097179,1340973.93719738,131617.467308327,-0.864089220525162,340599.282648382,52070.8938774643,-0.946230573193912,167180.921870542,287825.149038721,-0.0747186486698044,416605.640090227,19261.0730443993,-0.938080769682173,58832.037168705,5821.16123563997,-0.981286513869921,18836.2369370471,1259655.49681046,-0.00552823820984205,1767065.41649232,151187.027915382,-0.880640992405044,399755.361609116,61957.0852819691,-0.951086172440198,196709.155433772,930559.248422993,-0.0390862596300201,1313339.25709313,131468.930704351,-0.864242602327955,343374.390033087,52017.7635888711,-0.946285436568846,164998.335785097,287825.14902363,-0.0747186486758121,416605.640070964,19261.0730428637,-0.938080769684265,58832.0371659098,5821.16123527553,-0.981286513870233,18836.2369335388
53,0.465423108445442,0.00874371401889174,20.1649409166667,1266841.91269626,0.000145287483454881,1760844.87052799,149269.257300138,-0.882155032321951,400100.423505058,62584.9731891604,-0.950590468017279,202185.460965107,933830.070183767,-0.0357087449616286,1332963.6713095,129858.001914776,-0.865906079016569,341856.037327477,51847.588368461,-0.946461162844438,165747.969946166,289804.096450239,-0.0683568587384651,418228.871641913,19421.148315263,-0.937566170233744,60628.5303182002,5795.89109877447,-0.981367750643238,18905.4812655023,1266841.91241003,0.000145287131302796,1760844.87007164,149269.257263617,-0.882155032365652,400100.423400973,62584.9731724023,-0.950590468036743,202185.460920306,934089.115353275,-0.0354412497709121,1337105.30686192,130187.141612185,-0.865566202897189,337548.265218264,52020.8334091015,-0.946282266612237,163086.363624424,289804.096524978,-0.0683568584554013,418228.871748497,19421.1483189001,-0.937566170219184,60628.5303329536,5795.89109970735,-0.981367750639383,18905.4812818646
54,0.464885558447574,0.00856883973851386,20.1247312916667,1266651.99979318,-4.64479549555641e-06,1749305.30818585,150494.287341124,-0.88118789663577,402693.904876355,61376.0872384259,-0.951544858280669,200147.338703845,934505.897247711,-0.0350108726736315,1357173.53025495,131282.535131555,-0.864435078063277,341770.449402146,51532.8070822173,-0.946786212177572,167249.799864482,289952.805944491,-0.0678787972408635,418557.879029922,19308.0945482242,-0.937929608045513,60432.9537114519,5773.68711976222,-0.981439130534029,18528.2702926575,1266651.9998138,-4.6449053839881e-06,1749305.30825027,150494.287330431,-0.881187896659202,402693.904898083,61376.0872293461,-0.951544858293951,200147.338711687,932374.244628898,-0.037212058931968,1314684.05367275,131216.209424883,-0.864503567280306,340004.367874372,51590.2696196117,-0.946726875230256,164985.079520504,289952.805905644,-0.0678787973229251,418557.878974431,19308.0945462154,-0.937929608049119,60432.9537037882,5773.6871191317,-0.981439130535203,18528.2702840428
55,0.464129016912116,0.00839746294374358,20.1606943333333,1274905.69546664,0.00651147592122592,1770330.09895833,149041.649679936,-0.882334723794469,404175.511741679,62060.4496953479,-0.95100456838391,202562.040639509,933903.90764448,-0.0356324989507821,1351754.9456334,130145.361073962,-0.865609346309938,344469.333278305,51438.285435131,-0.946883817085154,164490.025835311,291127.349379503,-0.064102952286476,418296.243400792,19456.240461934,-0.937453358309556,60771.7936324059,5751.30642211809,-0.981511078528251,18460.9750425091,1274905.69512962,0.00651147552816922,1770330.09853399,149041.649633325,-0.882334723846113,404175.511653341,62060.4496745417,-0.951004568406517,202562.040595165,933410.364943515,-0.0361421407632114,1330225.66340327,130264.896824786,-0.86548591133886,337111.691329872,51534.9205483403,-0.946784029767371,169117.644274169,291127.34922213,-0.0641029527493916,418296.243177352,19456.2404542455,-0.937453358331399,60771.7936004485,5751.30642061422,-0.981511078532236,18460.9750183825
56,0.463551707385648,0.00822951368486874,20.38333925,1270948.00801258,0.00338696415946749,1750139.31523471,150325.876840322,-0.881320853216265,399443.645320337,60810.4578862166,-0.951991410865806,198753.622203016,935686.021582667,-0.0337922531277517,1381539.24250456,131214.76596755,-0.864505057831865,344843.672010097,51080.0455607003,-0.94725374260924,167099.504722185,290776.960142001,-0.0652293605529179,418962.926197859,19323.5785415328,-0.937879831122612,60412.5325080609,5732.04378494653,-0.981573002786822,18736.435863751,1270948.00819092,0.00338696417366569,1750139.31545625,150325.876839007,-0.881320853232276,399443.645417557,60810.4578808606,-0.951991410876092,198753.622241949,934017.963722595,-0.0355147223409676,1314959.56737776,131213.013763593,-0.864506867182863,336315.269267369,51175.1152397812,-0.947155571789482,169963.51504551,290776.960156596,-0.0652293604630579,418962.926217792,19323.5785425869,-0.93787983111637,60412.5325097339,5732.04378506266,-0.981573002785602,18736.4358668988
57,0.462888610999171,0.00806492341117138,20.2430334166667,1276825.56088648,0.00802716965776584,1764734.91228199,148963.666409019,-0.882396289961588,401687.809378934,61244.4805400786,-0.951648759026164,198499.51002955,935164.64902276,-0.0343306326640161,1383504.83472199,130231.059477314,-0.865520852456975,345675.280844365,50971.3688862061,-0.947365964275887,163391.900053636,292506.672441922,-0.0596687952596204,418200.751981586,19451.0706752795,-0.937469977799541,61456.0752463061,5699.80768506734,-0.981676633279701,18752.2464888166,1276825.55995776,0.0080271687973803,1764734.91097615,148963.666316629,-0.882396290049365,401687.809087282,61244.4805082649,-0.951648759057381,198499.509883335,933889.638227209,-0.0356472337656459,1329839.48342214,130188.924013032,-0.865564362355099,350783.286742916,51107.2729887272,-0.947225627029195,164265.772663545,292506.672275016,-0.0596687957529805,418200.751741218,19451.0706669106,-0.937469977823572,61456.0752073889,5699.80768289258,-0.98167663328585,18752.2464616413
58,0.462101261314878,0.00790362494294794,20.2629477083333,1273383.01689152,0.00530935292071688,1760732.8914503,150272.287219326,-0.881363161105166,403707.397985006,60291.1852024176,-0.952401365827365,199731.403291827,937847.698007349,-0.0315600636330049,1409240.31159151,131317.450242916,-0.864399024034146,346427.356082592,50515.0058474666,-0.94783721370491,166822.495636579,291947.547218296,-0.0614662342402197,419607.167680719,19384.7825237243,-0.937683076587652,60799.782228909,5663.40947291231,-0.981793643857273,18531.5744167556,1273383.0171548,0.00530935300173385,1760732.89178492,150272.287242219,-0.88136316110206,403707.398065341,60291.1852099042,-0.95240136582746,199731.403329562,936125.972729568,-0.0333379508747155,1333424.33160945,131288.373510283,-0.86442904922964,343174.732355536,50661.6179751186,-0.947685819141375,169750.723252017,291947.54717079,-0.0614662343498249,419607.167617425,19384.782521535,-0.937683076591827,60799.7822180634,5663.40947251614,-0.98179364385771,18531.5744114145
59,0.461423404419853,0.00774555244408898,20.3294699583333,1277092.14087263,0.00823762900096203,1762520.00080068,149114.454758114,-0.882277245702597,402731.248596293,60296.7463450015,-0.952396975421196,200791.468404942,937844.211370048,-0.0315636640031001,1419943.55195344,130430.183630887,-0.865315232948578,343160.61524215,50394.787980784,-0.947961353033085,165057.315801785,293906.102590299,-0.055169999295797,419704.185513526,19439.3658643589,-0.937507605655556,62453.9871723507,5609.45361301268,-0.981967097605588,18369.545271213,1277092.14126151,0.0082376291807702,1762520.00128313,149114.45478971,-0.882277245692506,402731.248742844,60296.7463563024,-0.95239697541828,200791.468472049,935774.344682304,-0.0337010488963488,1336620.51976488,130384.646627121,-0.865362255343107,339008.177733838,50489.4744196264,-0.947863577954765,167449.289885049,293906.102477736,-0.0551699996142503,419704.185357624,19439.3658590317,-0.937507605669811,62453.9871470592,5609.45361212263,-0.981967097607621,18369.5452582821
60,0.460742482727474,0.00759064139520715,20.207831875,1275999.38983186,0.00737492482858859,1767057.15365721,150391.761134469,-0.881268838939148,408634.301218989,59593.5590756727,-0.952952127115018,200949.008981846,940346.169666433,-0.0289800927702735,1431854.73151148,131359.210835381,-0.864355901226898,348416.066849003,50002.1892924141,-0.948366758142668,165800.472150748,292609.670059064,-0.0593376852968838,420038.710231316,19378.5291354001,-0.937703179568988,61621.4032040826,5598.97201593208,-0.982000793154233,18216.2866676258,1275999.38960719,0.0073749245241177,1767057.15337017,150391.761105534,-0.881268838976972,408634.301143443,59593.5590637625,-0.952952127130357,200949.008953425,938025.94207287,-0.0313760052475516,1354126.5604232,131393.344338113,-0.86432065429297,344720.416429172,50088.7326274412,-0.948277391793168,168789.141761565,292609.67004753,-0.0593376852907463,420038.710210105,19378.5291356662,-0.937703179565271,61621.4032000665,5598.9720158202,-0.982000793153766,18216.2866708446
61,0.460179649590336,0.00743882856730305,20.2348555833333,1278917.51886518,0.0096787268828944,1768871.07231379,149687.512561466,-0.881824828510102,408273.783292005,59536.5309977494,-0.952997149594001,196492.382444455,940120.027470116,-0.0292136116397838,1445200.93170421,130871.777267043,-0.864859234694483,344934.201511281,49851.0140432117,-0.948522864671509,165856.867406689,293973.101003666,-0.0549546172047454,419883.042921526,19428.3826962226,-0.93754291362183,62411.1780816634,5541.75911298072,-0.98218471743025,18895.829150263,1278917.51969551,0.00967872741102793,1768871.07345023,149687.512635945,-0.881824828466212,408273.78356803,59536.5310233397,-0.952997149579728,196492.382573548,937235.401027713,-0.0321923334436386,1364490.84518668,130839.701634445,-0.864892356612958,343278.527095243,49909.9763232152,-0.948461979060663,163699.645882478,293973.101202923,-0.0549546165207714,419883.043213601,19428.3827066196,-0.937542913585537,62411.1781266732,5541.75911443176,-0.982184717424767,18895.8291614052
62,0.459557842249542,0.007290051995957,20.2489932083333,1280089.03600494,0.0106036152488307,1771597.23423752,150248.297284639,-0.88138210065862,412874.827155707,59154.5769097716,-0.953298694386053,199379.298249862,941322.831758956,-0.0279715723284739,1454884.34222064,131246.137526075,-0.864472662944928,347827.959186497,49516.0381882097,-0.948868767312622,163022.759938643,293583.381471093,-0.0562074619159979,419989.568125845,19418.2825722616,-0.93757538283579,61503.7503318596,5524.49010327262,-0.982240232706424,18442.2673425734,1280089.03548831,0.0106036147134594,1771597.23351653,150248.297237981,-0.881382100710422,412874.826989034,59154.5768936185,-0.953298694404697,199379.298173433,938547.387004146,-0.0308375509791542,1379142.89290696,131221.116370906,-0.864498500271554,342364.85112237,49622.2645616358,-0.948759075871464,162199.534160989,293583.381503648,-0.0562074617679845,419989.568174001,19418.2825742271,-0.937575382826604,61503.7503379503,5524.4901035726,-0.982240232704644,18442.2673465288
63,0.458891108228125,0.00714425095603788,20.2050923333333,1282759.16302827,0.0127116248849188,1777440.68067717,150329.236130381,-0.881318201126775,414674.180039076,58927.6724336593,-0.953477830740966,199019.740537255,942075.118770528,-0.0271947459981816,1467511.62178026,131271.849746081,-0.864446112001997,347213.605250929,49262.0389162945,-0.949131051945035,164055.974170612,294061.969517211,-0.0546689285546079,420324.813980088,19449.1857989642,-0.937476037175901,62249.7912089118,5491.94986807322,-0.98234484091352,18128.0100719215,1282759.16338541,0.0127116250391064,1777440.68118949,150329.236160289,-0.881318201118138,414674.180152219,58927.6724405881,-0.953477830741366,199019.74058379,939258.712340054,-0.0301030224788948,1394614.48923151,131197.116674001,-0.864523282829526,344721.860084057,49369.3598502659,-0.949020230239197,163659.789967736,294061.969372456,-0.0546689289765311,420324.813780749,19449.1857918388,-0.937476037195935,62249.7911797869,5491.94986731835,-0.982344840915136,18128.0100522073
64,0.458242689778549,0.00700136593691714,20.1379105416667,1285483.56927783,0.0148624868388703,1780751.33325019,150545.189398344,-0.881147710522458,416887.87815835,58678.4467487015,-0.953674589225062,199198.022759567,942917.326134613,-0.0263250661473751,1477060.76788136,131365.598158697,-0.864349305551503,347189.615452979,49045.0413796625,-0.949355127859508,164295.199045631,294290.434105982,-0.0539344756267274,420433.008128512,19461.9989137304,-0.937434846417605,62585.1131386204,5467.30064435459,-0.982424081616105,18252.7910978794,1285483.5690272,0.0148624865129616,1780751.33284676,150545.189342219,-0.881147710581763,416887.878104601,58678.4467211252,-0.953674589252677,199198.022723337,940063.402027601,-0.0292720841170352,1410486.9669516,131222.765098042,-0.86449679776356,345285.103557977,49132.7162317954,-0.949264593083308,162782.222631937,294290.434159893,-0.0539344754099558,420433.008199466,19461.9989174035,-0.937434846402923,62585.1131500557,5467.30064459918,-0.982424081614512,18252.7911020521
65,0.457583069486899,0.00686133861817873,20.2097815833333,1288850.51809405,0.0175206227577993,1786567.60848234,150756.893161366,-0.880980574813727,417277.722356308,58465.0754747614,-0.95384304139891,199175.767514128,943810.292110675,-0.0254029719578037,1487895.34246975,131502.698844385,-0.864207732693132,345715.774765759,48857.9928074763,-0.949548277885605,164773.219100946,294506.212916051,-0.0532408041055445,420876.561840572,19486.5251596383,-0.937356001055994,63454.3747797062,5435.88729504061,-0.982525067184601,19820.2961956611,1288850.51815003,0.0175206226736186,1786567.60849917,150756.893181834,-0.880980574812584,417277.722393509,58465.0754882447,-0.953843041394088,199175.767528918,940775.860919715,-0.0285363850843929,1425629.31739217,131238.196759409,-0.864480862727215,342691.740303916,48902.41427849,-0.949502407399528,163147.553101573,294506.212915863,-0.0532408040626544,420876.561848435,19486.5251599802,-0.937356001052017,63454.3747779181,5435.88729480485,-0.982525067184556,19820.2961958285
66,0.456966930609455,0.00672411184581517,20.210453875,1292323.66793322,0.0202626021709826,1790144.90083672,150986.605367415,-0.880799221814544,419294.214009983,58226.6058063446,-0.954031308232115,198865.309395224,944450.317383777,-0.0247420693015693,1496122.12651637,131649.367127708,-0.864056280145698,347295.127838996,48664.7797160051,-0.949747793515283,165022.044873332,294609.186823487,-0.052909770363209,420791.530663059,19500.5791624327,-0.937310821172511,64269.6455848516,5409.13490282247,-0.982611069014898,19958.4948235711,1292323.6664227,0.0202626008497317,1790144.89864836,150986.605202034,-0.880799221960149,419294.213552777,58226.6057509891,-0.954031308281617,198865.309177651,941472.512621964,-0.0278170088661913,1441534.53324013,131322.908582716,-0.86439338763616,359508.56492981,48683.4014920788,-0.949728564300484,166951.93462766,294609.186953908,-0.0529097699004324,420791.530847166,19500.5791703364,-0.937310821144222,64269.6456124133,5409.13490360664,-0.982611069011579,19958.49483687
67,0.456293360569879,0.00658962960889886,20.3201280833333,1296453.33580802,0.0235228888906234,1797685.2171911,151199.632402814,-0.880631041409851,418477.319782813,58042.3691757398,-0.954176759212253,199200.456195745,945329.276693556,-0.0238344386704556,1506880.8380113,131698.250896847,-0.864005801806439,349654.674318675,48493.9838150554,-0.949924160714135,165995.007436847,294836.471967192,-0.0521791090377245,421564.808708144,19523.4194126109,-0.937237395839039,65229.7466572045,5378.73406141902,-0.982708799639583,18820.6275572459,1296453.33598591,0.023522888901927,1797685.21734471,151199.632407195,-0.880631041421452,418477.319879401,58042.3691735891,-0.954176759219732,199200.456224025,942178.36602469,-0.0270881307915108,1453339.2314077,131383.194986791,-0.864331134712307,358634.940271489,48473.8317473816,-0.949944970131264,164554.753962025,294836.471628805,-0.0521791100820062,421564.808232761,19523.4193938678,-0.93723739589641,65229.74658345,5378.73405843054,-0.982708799648395,18820.6275318487
68,0.455704376887124,0.00645783701672087,20.3616934583333,1299607.83962869,0.0260133039131891,1805475.00576165,151558.950521552,-0.880347367243751,422943.316377818,57685.9249378928,-0.954458164509283,201066.126599492,945978.549321404,-0.023163987014249,1509238.35927444,131779.989526943,-0.863921396893042,347498.671488382,48283.3538404748,-0.950141661359083,165773.82751645,294702.233796559,-0.0526106490763154,421654.771640873,19527.2697239526,-0.937225018111474,63820.5193599008,5366.661554229,-0.982747609541372,19834.6750695975,1299607.83962468,0.0260133037805732,1805475.00577362,151558.950516857,-0.880347367262554,422943.316370839,57685.9249369476,-0.954458164515775,201066.126591089,943444.12038022,-0.0257810880059776,1468883.00813134,131618.180600191,-0.864088483956766,357789.031764513,48299.1962246467,-0.950125302198929,164345.183397096,294702.233724062,-0.0526106492658492,421654.771520878,19527.2697212111,-0.937225018117403,63820.5193384482,5366.66155363515,-0.982747609542489,19834.6750643751
69,0.455023626824885,0.00632868027638644,20.177639375,1302794.41914053,0.0285290420254349,1805527.76725157,151555.301876627,-0.880350247772878,417086.304316959,57739.9409271532,-0.954415520011524,200643.824559958,947392.623700146,-0.0217037860623497,1522990.08304445,131709.483786803,-0.863994202503847,350841.226243464,48220.0847538816,-0.95020699425943,164026.663861216,295515.929062011,-0.0499948350749916,423313.080193729,19604.2757127209,-0.936977464325483,65107.158838147,5327.2371451784,-0.982874348537612,20169.3341224945,1302794.42001504,0.0285290425860742,1805527.76849757,151555.301950947,-0.880350247729299,417086.304614934,57739.9409459508,-0.954415520002435,200643.824693093,943858.541722505,-0.0253531483957073,1470724.93560417,131521.783514061,-0.864188025479513,354654.787865776,48161.5941361939,-0.950267392815643,166470.016962202,295515.929124847,-0.0499948348293484,423313.080285133,19604.275715945,-0.936977464312223,65107.1588504758,5327.23714557319,-0.982874348535556,20169.3341269894
70,0.454212398177015,0.00620210667085874,20.2466832916667,1304252.59999464,0.0296802454194132,1818670.16450463,152379.972311589,-0.879699187651651,415978.176925108,57042.5463174777,-0.954966098521275,198946.946709502,949960.363250542,-0.0190522878158048,1510773.53059328,131908.392138547,-0.863788805836653,352690.691378566,47889.7483652015,-0.950548106096579,166227.87955609,294795.406381324,-0.052311123981214,423520.890284911,19520.5348995524,-0.93724666878183,65733.0758323586,5341.92402390647,-0.982827134126217,20619.3994467066,1304252.60101976,0.029680246098815,1818670.16587177,152379.972400404,-0.879699187596712,415978.177250039,57042.5463414449,-0.954966098508036,198946.94686187,948307.117053313,-0.0207594622143177,1483534.3855163,131888.698557167,-0.863809141805995,356698.532784215,47918.1206900891,-0.950518808273793,163535.846112337,294795.4061855,-0.0523111245671976,423520.890001888,19520.5348901737,-0.937246668809097,65733.0757878607,5341.92402221251,-0.982827134130874,20619.3994313232
71,0.453425538788975,0.00607806453744156,20.2553497083333,1308405.63184145,0.0329589775080259,1818310.80580422,152070.113022297,-0.879943815102688,423496.413104381,57405.3310831341,-0.954679687509684,199371.761640693,950370.804015239,-0.0186284586280917,1531605.69314438,131546.64706935,-0.864162350893637,352760.142579321,47990.6256057167,-0.950443938278507,167125.863462907,296407.370058279,-0.0471290892136134,423752.017614575,19674.8156572918,-0.936750697152936,66040.0147606921,5287.24700094178,-0.983002906222104,19863.7078033057,1308405.63199996,0.0329589775028396,1818310.80593032,152070.113028229,-0.879943815113151,423496.413114393,57405.3310841763,-0.954679687514579,199371.761659306,949085.907082168,-0.0199552683482551,1482245.52291819,131575.243330691,-0.864132821823813,360707.549413537,47894.7931819297,-0.950542896716476,161064.971458088,296407.369906855,-0.0471290896566282,423752.017398501,19674.8156497537,-0.936750697174263,66040.0147283508,5287.24699918628,-0.983002906226967,19863.707791548
72,0.45287934087661,0.00595650324669272,20.3740819583333,1306707.77759262,0.0316185569640088,1820669.79594939,152986.233918477,-0.879220556748273,427129.855587034,56679.4595435449,-0.955252747962107,200294.801182919,951776.063875983,-0.0171773597204443,1533453.74968407,131919.402032675,-0.863777436803929,353082.259287504,47671.5456886629,-0.950773426462168,163406.846011227,295590.285098152,-0.0497558001823503,422738.697033341,19578.8324793359,-0.937059257558101,66158.6829203183,5303.67160234771,-0.982950105494181,21067.4418785602,1306707.77671913,0.0316185561442548,1820669.79459672,152986.233823303,-0.87922055683865,427129.855313464,56679.4595071447,-0.95525274799649,200294.801054282,951957.998059103,-0.0169894908461704,1490149.74143567,132011.764641282,-0.8636820613526,366488.360006444,47626.3033634739,-0.950820144571613,166781.063030863,295590.284965234,-0.0497558005659927,422738.69683505,19578.8324738467,-0.937059257572856,66158.6828897366,5303.67160112981,-0.982950105497313,21067.4418686321
