iteration,volumeFraction,change,iterationTimeSec,S_min_bending_c01,gStress_min_bending_c01,maxStress_min_bending_c01,S_min_bending_c02,gStress_min_bending_c02,maxStress_min_bending_c02,S_min_bending_c03,gStress_min_bending_c03,maxStress_min_bending_c03,S_min_torsion_c01,gStress_min_torsion_c01,maxStress_min_torsion_c01,S_min_torsion_c02,gStress_min_torsion_c02,maxStress_min_torsion_c02,S_min_torsion_c03,gStress_min_torsion_c03,maxStress_min_torsion_c03,S_min_shear_c01,gStress_min_shear_c01,maxStress_min_shear_c01,S_min_shear_c02,gStress_min_shear_c02,maxStress_min_shear_c02,S_min_shear_c03,gStress_min_shear_c03,maxStress_min_shear_c03,S_max_bending_c01,gStress_max_bending_c01,maxStress_max_bending_c01,S_max_bending_c02,gStress_max_bending_c02,maxStress_max_bending_c02,S_max_bending_c03,gStress_max_bending_c03,maxStress_max_bending_c03,S_max_torsion_c01,gStress_max_torsion_c01,maxStress_max_torsion_c01,S_max_torsion_c02,gStress_max_torsion_c02,maxStress_max_torsion_c02,S_max_torsion_c03,gStress_max_torsion_c03,maxStress_max_torsion_c03,S_max_shear_c01,gStress_max_shear_c01,maxStress_max_shear_c01,S_max_shear_c02,gStress_max_shear_c02,maxStress_max_shear_c02,S_max_shear_c03,gStress_max_shear_c03,maxStress_max_shear_c03
151,0.421867910595493,0.00150000000000006,20.2191717083333,1424727.34616686,0.124792546676063,1990636.62741318,176497.49996598,-0.860658902208337,546868.119239243,47653.4715238268,-0.962378577390651,214423.34852079,975097.692454701,0.00690501159073631,1807603.64801497,148517.946305371,-0.846637454274368,478732.146811063,40088.457352954,-0.958603872280719,174234.871594262,308394.71335545,-0.00859296670344112,444300.417268561,20170.0016437238,-0.935158805825108,78703.9268561827,4805.30606208404,-0.984552218242465,23634.8694889939,1424727.34719616,0.12479254734676,1990636.62894293,176497.500171535,-0.860658902063636,546868.119421273,47653.4715878488,-0.962378577344853,214423.348641653,975302.839261736,0.00711685027760089,1839090.91222034,148871.934589365,-0.846271919015569,477139.155365887,40155.4258376704,-0.958534719306464,171875.03225764,308394.713661599,-0.00859296567370582,444300.417705686,20170.0016627577,-0.93515880576094,78703.926939478,4805.30606677254,-0.984552218226682,23634.8695136598
152,0.421602924911106,0.00150000000000006,20.2007528333333,1424932.36538198,0.124954405073538,1989686.70191935,176642.969121989,-0.860544057341429,543835.738999388,47567.0143070758,-0.962446833561398,213932.294278185,974898.593557934,0.00669941816301245,1807151.89295581,148635.749925456,-0.846515807944606,477938.98864165,40048.6506432197,-0.958644977470319,173814.399182993,308602.740521076,-0.00792421465878212,448386.676412432,20168.2149135419,-0.935164549687736,78791.1919414497,4806.14975074506,-0.984549506007669,23435.0906996105,1424932.37135817,0.124954409649687,1989686.71106584,176642.969748662,-0.860544056864279,543835.741169504,47567.0144656005,-0.962446833440984,213932.295368011,975350.34395641,0.00716590455750987,1841974.59472666,148996.986602335,-0.846142787853068,479908.729640579,40122.3605381282,-0.958568863183615,174269.763492414,308602.740312292,-0.00792421528438925,448386.676079046,20168.2149051189,-0.935164549711836,78791.1918866198,4806.14974756428,-0.984549506017184,23435.090684661
153,0.42133884679644,0.00150000000000006,20.1729712083333,1424409.68829328,0.124541762405262,1991036.65634801,176847.23379458,-0.860382794639553,571061.132680235,47486.192861058,-0.962510640408607,213002.998281524,974909.156574607,0.00671032574130748,1810447.4289364,148748.776636751,-0.846399094344597,478026.306340365,40015.8501932466,-0.958678847858605,172498.989247684,308779.287879053,-0.00735666182850181,451857.501986118,20169.5416570977,-0.935160284559848,79227.5430475286,4806.6309905917,-0.984547958949473,23351.9478543567,1424409.6860494,0.124541760491889,1991036.65281123,176847.233576958,-0.860382794828977,571061.131663821,47486.1928246893,-0.96251064044205,213002.997859473,975298.415062758,0.00711228176291967,1841770.59499815,149105.438474573,-0.846030798321634,479558.352862022,40072.6603925462,-0.958620184529213,173943.022913778,308779.287505909,-0.00735666298245741,451857.501387285,20169.5416347186,-0.935160284628812,79227.5429556657,4806.63098354212,-0.984547958971426,23351.947827518
154,0.421059836070494,0.00150000000000006,20.1962384583333,1423390.83516065,0.123737399091242,1989772.50110852,177026.436827052,-0.860241317580235,568464.449220732,47415.0291609395,-0.962566822666709,212704.253279136,974731.070820812,0.00652643089735805,1809751.31153649,148848.233174802,-0.846296393571768,478303.432851072,39992.8291087264,-0.958702619882224,172251.31177752,309023.546332857,-0.00657143582248898,455870.641036463,20168.2144151916,-0.9351645512898,79323.3059739981,4806.44706317894,-0.984548550227218,23167.3668118021,1423390.83446127,0.123737398397313,1989772.50031053,177026.436784683,-0.860241317631318,568464.448928725,47415.0291568807,-0.962566822674636,212704.253218015,975408.495410768,0.00722595289039152,1845444.82823246,149198.363600464,-0.845934842013162,484079.131144574,40047.7686946074,-0.958645888184957,172778.05830324,309023.546210995,-0.006571436168605,455870.640863226,20168.2144133911,-0.93516455129261,79323.3059415154,4806.44706269129,-0.984548550228076,23167.366803067
155,0.420793679379927,0.00150000000000006,20.2914012083333,1422263.55673943,0.122847436271601,1987273.56319924,177257.219020031,-0.860059119848672,564735.76935407,47341.3094317049,-0.962625022856527,211469.403508008,974763.920443684,0.00656035206254524,1814137.27964416,148960.896744809,-0.846180054958579,484177.683877727,39961.1747212822,-0.958735306823853,170523.550386845,309186.985464933,-0.00604602245436436,459296.34087455,20173.9006215579,-0.935146271647705,79957.7146571671,4807.41088306694,-0.984545451802458,23113.7831446083,1422263.55494457,0.122847434712929,1987273.56033276,177257.21875534,-0.860059120075295,564735.768765586,47341.3093493502,-0.96262502292626,211469.403225698,975413.866915959,0.00723149961205771,1843727.59715396,149298.80693352,-0.845831122256439,483719.308270449,40008.96791878,-0.958685954627467,172421.629167318,309186.984901692,-0.00604602421937062,459296.339929096,20173.9006037034,-0.935146271702123,79957.7145008251,4807.41087653756,-0.984545451822738,23113.7830996822
156,0.420534024089533,0.00150000000000006,20.2442457083333,1420182.75119609,0.121204683661758,1990257.69234033,177452.647101833,-0.859904833451058,561308.766699957,47268.7179432515,-0.962682332323763,211115.949230337,974589.334012422,0.00638007068771018,1813414.11588472,149078.64677912,-0.846058463962539,483092.629880691,39938.1053073532,-0.958759128753368,170136.225299878,309407.009491039,-0.0053387036919802,463140.884058115,20178.4652113041,-0.935131597704921,79689.4328832954,4804.45534089935,-0.984554953084955,22892.8516465589,1420182.74686216,0.121204680098747,1990257.68719511,177452.646710536,-0.859904833777653,561308.765090178,47268.7178688697,-0.962682332387194,211115.948783659,975474.962272762,0.00729458787637127,1850327.45894364,149368.332443062,-0.845759328850981,488358.938138407,39976.929059351,-0.958719038582415,170988.175569121,309407.009278856,-0.00533870432839911,463140.883708539,20178.4652108309,-0.935131597703462,79689.4328332396,4804.45533775842,-0.984554953094342,22892.851629123
157,0.420256428313603,0.00150000000000006,20.2734326666667,1419569.22597356,0.120720318285213,1982161.60634704,177620.273302828,-0.859772496058914,558693.122757266,47159.5012283379,-0.962768556643972,209867.9249262,974773.017415459,0.00656974577410963,1818266.02992771,149149.67957258,-0.845985114106134,491318.619465634,39882.4230518243,-0.958816627343081,168447.712132646,309512.621270267,-0.00499918989297166,466572.533576877,20180.8713841449,-0.93512386249879,81203.2039319456,4802.2800501544,-0.984561946066516,22994.9411244879,1419569.22252814,0.120720315423724,1982161.60208165,177620.272926705,-0.859772496373547,558693.121332548,47159.5011259677,-0.962768556729489,209867.92432268,975573.45062038,0.00739628887676824,1848891.16320312,149475.847961324,-0.845648306217037,488937.77200861,39919.5968602062,-0.958778240936287,169950.10116973,309512.621051116,-0.00499919055177422,466572.533202118,20180.8713798903,-0.935123862509487,81203.2038774125,4802.28004803041,-0.984561946072635,22994.9411096843
158,0.420005009186974,0.00150000000000006,20.4435614583333,1417814.48011437,0.119334983000505,1994818.18641899,177895.743823652,-0.859555017823878,561464.985423289,47090.3324502168,-0.962823163952734,208250.180545621,974523.390902022,0.00631197653790849,1819715.32337199,149343.444591998,-0.845785028544827,489486.146910842,39872.3532299667,-0.958827025638731,167042.21572982,309686.874853227,-0.00443901093969434,469934.313476015,20191.5028048792,-0.93508968530692,80591.3927599709,4795.74627975574,-0.984582950401696,23148.9261482488,1417814.48661318,0.11933498798996,1994818.19523058,177895.744307563,-0.859555017459561,561464.988235133,47090.3325419993,-0.962823163884964,208250.181458159,975838.413941386,0.00766989520143802,1855285.38804998,149516.378303082,-0.845606453790806,494795.233558864,39872.4568843553,-0.958826918600383,169270.729878793,309686.874396085,-0.00443901236355082,469934.312690902,20191.5027956294,-0.935089685333674,80591.3926383335,4795.74627587982,-0.984582950413448,23148.9261113854
159,0.419710057782618,0.00150000000000006,20.451134875,1418432.72667039,0.119823075771446,1986416.05500411,178068.997088885,-0.859418237981794,561420.385018346,46977.899283103,-0.962911927594921,208218.787122062,974803.38059,0.00660109938395825,1821316.98943281,149353.516830377,-0.845774627753829,498730.318252905,39785.856712103,-0.9589163436404,166135.65389089,309749.90883975,-0.0042363734272165,473344.551060312,20190.3865566804,-0.935093273748185,77038.4858895252,4792.38083490358,-0.984593769412374,22940.6530688744,1418432.72393759,0.119823073472671,1986416.05144639,178068.996684176,-0.85941823831904,561420.38393774,46977.8991784581,-0.962911927682215,208218.786684288,976125.246022507,0.00796608363693485,1856361.56724531,149688.921088159,-0.845428282725114,493176.793584141,39807.4087456021,-0.958894088584905,167683.317465433,309749.908575243,-0.00423637423179157,473344.550596274,20190.3865450066,-0.935093273782731,77038.4858337649,4792.3808318705,-0.984593769421416,22940.6530499354
160,0.419468079547629,0.00150000000000006,20.259455375,1418158.40636275,0.119606505605745,1997880.7633741,178328.986034944,-0.85921298212738,567218.604139928,46891.2353043594,-0.962980346999952,213321.693425149,974604.046898254,0.00639526350233233,1824334.79421821,149587.729761877,-0.845532774884797,496972.847222332,39772.1711607115,-0.958930475609319,164084.83697722,309825.73732976,-0.00399260498676102,476113.727963009,20194.9662941498,-0.935078551109497,81577.8561739167,4789.3814102411,-0.984603411765428,25161.7570854651,1418158.40005872,0.119606500487589,1997880.75441494,178328.985395662,-0.859212982649842,567218.601506746,46891.2351523278,-0.962980347124648,213321.692465783,976394.034865581,0.00824364027076174,1857470.94341862,149709.11741395,-0.845407427602788,501196.912346017,39750.9983860138,-0.958952339029161,168045.331561514,309825.736855206,-0.00399260646656985,476113.72716307,20194.9662729604,-0.935078551174633,81577.8560476441,4789.38140510085,-0.984603411781245,25161.7570414671
161,0.419202090463448,0.00150000000000006,20.202238875,1419229.63774585,0.120452220456886,1986731.29707871,178535.690761711,-0.859049793053586,565824.267322206,46805.0282633752,-0.963048405662145,214133.740181153,974796.799851891,0.00659430398465255,1823834.19428097,149611.005678916,-0.845508739716119,503893.685627495,39706.1934932984,-0.958998605443371,178941.05349465,309890.011519801,-0.00378598054961288,479419.825997566,20191.2746890426,-0.935090418638702,77386.5358003136,4787.12204096309,-0.984610675037125,25031.8746644191,1419229.6356906,0.12045221869294,1986731.29422682,178535.690499433,-0.859049793278432,565824.266461372,46805.0282030972,-0.963048405714395,214133.739868946,976409.843678358,0.00825996476105217,1859015.99191368,149876.151005584,-0.845234945438351,499684.750897741,39697.2298007438,-0.959007861525417,166345.853091801,309890.012841421,-0.00378597625519028,479419.828275446,20191.2747414315,-0.935090418467304,77386.5361397209,4787.12205760688,-0.984610674982912,25031.8747742472
162,0.418957422308749,0.00150000000000006,20.1239410416667,1419141.3649847,0.120382530951669,1995361.62932861,178744.325670798,-0.858885080141077,572170.290547038,46673.7225733299,-0.963152068767859,211385.329431842,974778.944028554,0.00657586571108948,1827161.74273884,149855.119028769,-0.84525666348082,502841.909189075,39678.6338732072,-0.95902706404788,178519.574005609,309951.246050091,-0.00358912781063703,483078.667144779,20191.9454552605,-0.935088262303599,78145.3933785444,4787.12053910777,-0.98461067986519,24699.6145129215,1419141.36887725,0.120382533883403,1995361.63480175,178744.326045103,-0.858885079863375,572170.292159321,46673.7226576528,-0.963152068705936,211385.329993616,976470.074751876,0.00832216054948698,1857157.4729131,149906.934508126,-0.845203157789559,505160.462080558,39637.4080463232,-0.959069634642919,165854.98114715,309951.245735844,-0.00358912877508022,483078.666640821,20191.945445488,-0.935088262332033,78145.3933145159,4787.1205355095,-0.984610679876051,24699.6144831579
163,0.418702645656856,0.00150000000000006,20.2662865416667,1419337.15015447,0.120537099262789,1984326.89966343,178998.013312518,-0.858684799035111,571522.397688888,46605.0136305617,-0.963206313046193,212647.601092279,974784.16363502,0.00658125557915112,1832341.94385721,149924.676381223,-0.84518483719375,505745.051245897,39618.795177814,-0.959088854658959,177274.372278833,310123.307291084,-0.00303599665406795,485948.773957492,20199.8204475442,-0.93506294629655,78146.7319472464,4782.41963704595,-0.984625792015837,25321.1247207973,1419337.15131155,0.12053710003491,1984326.90117619,178998.013409272,-0.858684798976555,571522.398175512,46605.013668249,-0.963206313021082,212647.601265483,976225.752727359,0.00806986883261751,1859962.20708375,150017.795548054,-0.845088680504292,505619.30967977,39585.1337058998,-0.959123614152625,164892.083944243,310123.306910224,-0.00303599783262842,485948.773293383,20199.8204350254,-0.935062946333811,78146.7318545195,4782.41963224196,-0.984625792030575,25321.1246897166
164,0.418427160569651,0.00150000000000006,20.1358827083333,1421780.91937125,0.122466404128192,1992866.73529702,179088.668038219,-0.858613229018529,575546.310231042,46457.8476203291,-0.963322497544145,210594.577894526,974613.803517211,0.00640533837852075,1833102.18909008,150056.342647763,-0.845048876023232,506212.001440344,39554.3130468662,-0.95915544017271,176609.238754515,310277.118921954,-0.0025415331433648,490648.414602216,20191.0347702958,-0.935091189913704,78388.5264759995,4783.08477653213,-0.984623653769181,25097.2196361928,1421780.92077451,0.12246640509442,1992866.73720858,179088.668130555,-0.858613228963471,575546.310795319,46457.8476672831,-0.963322497511704,210594.578102603,976255.306890819,0.0081003870417502,1860019.14027415,150079.216748151,-0.845025255767799,507746.047400913,39513.2950766089,-0.959197796130926,179450.209201674,310277.118795623,-0.0025415335036616,490648.414430129,20191.0347656337,-0.935091189925709,78388.5264409058,4783.08477439884,-0.984623653775332,25097.219625296
165,0.418148984339758,0.00150000000000006,20.210698875,1421322.42735167,0.122104434234289,1991021.72725954,179268.611313793,-0.85847116755271,577541.538407804,46369.2085066791,-0.963392476277021,209955.437172106,974453.745657486,0.00624005949175044,1835537.01653873,150156.308221397,-0.844945649610271,507905.283332325,39492.9827361826,-0.959218771055008,175964.941821179,310501.85906851,-0.00181905330726373,494148.919127844,20194.5446813775,-0.935079906482497,78688.8477184813,4779.2714784673,-0.984635912508899,24886.7730224914,1421322.42562757,0.122104432731579,1991021.72430126,179268.611118175,-0.858471167725002,577541.537648285,46369.2084519555,-0.963392476324842,209955.436813882,976254.59043039,0.00809964721065226,1863760.06005079,150183.913864184,-0.844917143471302,509631.341485413,39460.9707574624,-0.959251827249642,178837.336639611,310501.858970353,-0.00181905357695666,494148.918932856,20194.5446771773,-0.935079906493017,78688.8476895361,4779.27147845624,-0.984635912508229,24886.7730129429
166,0.417868413785534,0.00150000000000006,20.393867625,1421946.87693793,0.12259742416832,1992140.6447564,179369.205333414,-0.858391750670726,579751.952224745,46258.151219574,-0.963480153690615,208818.593913564,974269.278198019,0.00604957477329648,1836820.35051245,150246.267864515,-0.844852755517507,509048.717346734,39434.9567954165,-0.959278689780087,175071.609811411,310713.87887508,-0.00113746598319986,498319.870773248,20196.4699127669,-0.935073717375299,78837.8986324024,4779.62242166513,-0.984634784319797,24658.1423840573,1421946.87250412,0.122597420526286,1992140.63843486,179369.204842361,-0.858391751076268,579751.950308722,46258.1511073384,-0.963480153783831,208818.593252037,976275.121981063,0.00812084849277017,1865292.76120922,150258.997593862,-0.844839610538661,511658.275875839,39396.6618703962,-0.959318233868365,178001.269195321,310713.879234773,-0.00113746478099497,498319.871394914,20196.4699317707,-0.935073717311224,78837.8987435601,4779.6224262554,-0.984634784304335,24658.1424173339
167,0.417581372014986,0.00150000000000006,20.2247579583333,1421569.43254529,0.122299439686749,1991345.27207569,179524.749231445,-0.858268952004962,581931.272610576,46152.2066039911,-0.963563794756598,207901.885017335,974111.74108722,0.00588689886133076,1839154.92669319,150323.460389379,-0.844773045001582,510443.552182765,39376.4558575711,-0.959339098996472,174269.730203419,310955.114650398,-0.000361957085103892,502202.734976873,20200.3782032038,-0.935061153260354,79055.4164433265,4778.51052146834,-0.984638358783391,24438.2648495014,1421569.43167416,0.122299438857419,1991345.27048323,179524.749041772,-0.858268952172586,581931.272301612,46152.2065554715,-0.9635637947995,207901.884816879,976285.115549647,0.00813116804779468,1867470.43381176,150341.630962555,-0.844754281700627,513620.37118369,39336.4026931579,-0.959380458677253,177242.170527425,310955.114097958,-0.000361958815127905,502202.733998344,20200.3781851573,-0.935061153315385,79055.4163352274,4778.51051588087,-0.984638358800648,24438.2648129807
168,0.417294910444834,0.00150000000000006,20.1390915833333,1420976.78751149,0.121831558784039,1990713.25569504,179687.267358093,-0.858140647331057,584319.651214513,46042.5351355049,-0.963650378095276,206702.47442117,973973.888625644,0.00574454970442662,1841711.78427449,150385.565430591,-0.844708914117338,511515.268188803,39322.1300025987,-0.959395196940353,173274.539480875,311186.999727868,0.000383491804791136,506227.451482481,20205.3330614237,-0.935045224708159,79168.0500221977,4776.91471593783,-0.984643488874013,24205.0308935065,1420976.78163984,0.121831554006961,1990713.24700706,179687.266708842,-0.858140647861525,584319.648870131,46042.5349905807,-0.963650378214276,206702.473481389,976293.323739093,0.00813964398528655,1868834.02736632,150405.934475238,-0.844687880631597,515653.315786934,39275.9947690147,-0.959442837085113,184882.359603641,311186.999446386,0.000383490945859766,506227.450992414,20205.3330570059,-0.935045224719377,79168.0499576943,4776.91471306499,-0.984643488882543,24205.0308727594
169,0.416999105656161,0.00150000000000006,20.3094884583333,1419585.98148269,0.12073354641046,1988672.20358224,179864.714072485,-0.858000556848259,585713.55190017,45936.8631204383,-0.963733803948832,205598.384932531,973863.055665514,0.00563010141491871,1844301.35665189,150443.436023465,-0.84464915580754,513154.519216841,39271.1649300141,-0.959447824474393,172403.664711968,311432.026177032,0.0011711867117572,510353.567102121,20212.4583223593,-0.935022318888118,79301.8253716665,4777.66210979041,-0.984641086201431,23980.2251461696,1419585.98781546,0.120733551268654,1988672.21236298,179864.714705614,-0.858000556366332,585713.554641497,45936.86329382,-0.963733803816527,205598.385865581,976351.4436039,0.00819965969817793,1870607.01182479,150464.376132105,-0.84462753262991,517697.617995195,39218.1603959381,-0.959502557993641,183794.871248553,311432.025918524,0.0011711859267145,510353.566611157,20212.4583170959,-0.935022318902054,79301.8253266491,4777.66210666089,-0.984641086210786,23980.2251293807
170,0.416705114429703,0.00150000000000006,20.327824125,1417951.12229927,0.119442859157687,1987174.04104678,180041.379088544,-0.857861083500003,587157.764800137,45848.362059053,-0.963803673692322,204243.880573136,973741.019019079,0.00550408397908231,1847327.11041829,150480.672726032,-0.844610704457773,513995.996040651,39223.7060225055,-0.959496831473573,171281.627039007,311637.385795124,0.0018313633001168,514902.084573166,20222.7633409497,-0.934989190992385,79367.8063453404,4778.34794931744,-0.984638881409645,23774.1823563147,1417951.12248744,0.119442859165011,1987174.04100192,180041.379081761,-0.857861083523291,587157.765041661,45848.3620779842,-0.963803673681943,204243.880491191,976515.374888158,0.00836893835914077,1872027.85110329,150511.722228879,-0.844578642121305,520657.293419139,39163.6793316838,-0.959558816209677,182611.764266767,311637.385663075,0.00183136292163799,514902.084304983,20222.7633404968,-0.934989190990854,79367.8063321962,4778.34794780485,-0.984638881413802,23774.1823470186
171,0.416416394935612,0.00150000000000006,20.2307537083333,1414950.01714171,0.117073549182629,1986135.71919784,180234.564977255,-0.857708567267104,593893.531577253,45728.5370870235,-0.963898273010435,202627.871352151,973626.156078357,0.00538547425253499,1849543.29796852,150492.148924163,-0.844598853910386,518234.519058528,39180.5945343098,-0.959541349242262,173363.934436222,311843.577788526,0.00249421575385878,519071.885675839,20229.03652376,-0.934969024377038,79494.3969761708,4782.40484642522,-0.984625839563752,26334.0113336997,1414950.01224032,0.117073545172145,1986135.71219526,180234.564451978,-0.857708567699752,593893.52952827,45728.5369769389,-0.963898273101899,202627.870658846,976716.319090138,0.00857643728525126,1872666.43181023,150566.948992317,-0.844521613881659,522476.936850613,39116.8245331929,-0.959607199394035,181112.86072546,311843.577359236,0.00249421441986053,519071.884877578,20229.0365127066,-0.934969024409584,79494.396855019,4782.40484316269,-0.984625839573534,26334.0112980261
172,0.41610471289266,0.00150000000000006,20.2804906666667,1412056.80510821,0.114789418580381,2002286.19013557,180431.853918827,-0.857552811759484,595330.983441888,45671.2528954081,-0.96394349768584,201413.06597172,973643.702143476,0.00540359266368351,1855162.2379387,150501.327244769,-0.844589376196421,517401.499260452,39131.7078690842,-0.959591830572078,175114.004903294,312017.779077119,0.00305422659464405,523321.861111267,20245.6897516544,-0.934915488675722,79615.7159024994,4777.3044825507,-0.984642235877951,26137.4016194357,1412056.8066973,0.114789419694288,2002286.1919631,180431.853973094,-0.857552811734614,595330.983862069,45671.2529051207,-0.963943497682721,201413.066186003,977164.575655376,0.00903931581069584,1876461.72610868,150560.181067919,-0.8445286025732,530135.419215697,39043.4500135926,-0.959682967362809,179888.631386478,312017.779445731,0.0030542278257133,523321.861783085,20245.6897607785,-0.9349154886434,79615.7159723272,4777.30448689751,-0.984642235863271,26137.4016580829
173,0.415803536694237,0.00150000000000006,20.1591797916667,1409839.76749941,0.113039113594108,2015418.45109287,180629.641003473,-0.85739666297829,601297.713318848,45505.3217820747,-0.964074496841602,215555.851736625,974137.816446417,0.005913824788915,1852056.3570195,150457.54439526,-0.844634587225977,527266.279333956,39074.7860522297,-0.95965060915714,171008.3077928,312088.471824926,0.00328148498897973,526609.774593707,20244.5498941574,-0.934919153014605,79712.7372069202,4788.11503351673,-0.984607482829998,25750.3949187866,1409839.76817935,0.113039113990475,2015418.45202455,180629.641044143,-0.857396662964174,601297.713730291,45505.3217655347,-0.964074496859193,215555.851814664,977696.725642291,0.00958882432961139,1872678.48993969,150638.775120662,-0.844447444812079,527189.498732456,39033.1583370338,-0.959693594749978,177659.111157299,312088.471949182,0.003281485434522,526609.774827436,20244.5498920065,-0.93491915301853,79712.737241748,4788.11503531251,-0.984607482823518,25750.3949267559
174,0.415460480434505,0.00150000000000006,20.1766621666667,1407900.32213057,0.111507961895904,2025086.29775807,180974.512331797,-0.857124394252134,610236.282518153,45560.5489887248,-0.964030896112957,214941.921316635,974356.226359788,0.00613935915132391,1866265.56778298,150483.929754862,-0.84460734118589,523218.350967664,39054.700950347,-0.959671349427474,172158.303215651,312378.825435098,0.00421489467079827,529246.482670442,20281.2390249187,-0.934801207211039,80725.6309529376,4773.50610140157,-0.98465444666375,26440.2404518605,1407900.31990531,0.111507959998875,2025086.29446216,180974.512029239,-0.857124394509023,610236.281475541,45560.5489131869,-0.96403089617713,214941.920960755,978492.037873111,0.0104100793456399,1878388.18610583,150547.809011354,-0.844541378201587,540541.816200785,38952.6297644808,-0.959776750134216,177498.985236893,312378.82621314,0.00421489721813173,529246.484167406,20281.239050248,-0.934801207126617,80725.6311565239,4773.5061102996,-0.98465444663444,26440.2405198466
175,0.415144309011294,0.00150000000000006,20.2978522083333,1405270.22103137,0.109431551892725,2037278.9827301,181033.760811452,-0.85707761881226,611032.1251172,45396.6935108001,-0.964160256597823,211696.420733774,975439.886701738,0.00725836808511127,1856316.31532216,150393.656870399,-0.844700558737814,533052.12833431,39006.9669682479,-0.959720640474075,167799.637694176,312294.909032347,0.00394512574061601,532327.004387845,20283.9726395014,-0.93479241936674,79934.0745649702,4783.99544023922,-0.984620726227413,26019.0751029184,1405270.22592008,0.109431555612288,2037278.99108605,181033.761339178,-0.857077618413663,611032.126611672,45396.6936443161,-0.964160256496936,211696.421536886,979087.659981864,0.0110251304230844,1873555.21401392,150662.175101995,-0.844423281532175,534461.728823207,38952.0792777223,-0.959777318577645,174684.665059013,312294.909385647,0.00394512692250037,532327.005054928,20283.972659879,-0.934792419298236,79934.0746669614,4783.99544447988,-0.984620726213074,26019.0751338608
176,0.414923204922267,0.00150000000000006,20.3259708333333,1404098.99194952,0.108506890942502,2042909.97251129,181455.401989149,-0.856744741890004,619164.507597171,45444.8343418239,-0.964122250415045,218830.974239403,975371.713404669,0.00718797100079183,1872086.85575123,150524.942525356,-0.844564990594284,529316.961591712,38976.8916231409,-0.959751696865601,173397.287389466,312351.000020472,0.00412544335866616,533878.209919127,20315.3966473731,-0.934691399533814,81324.7231748033,4768.05805413396,-0.984671960687645,25999.2918939783,1404098.98779481,0.108506887522594,2042909.96563742,181455.401490286,-0.85674474230192,619164.505359756,45444.8342379926,-0.964122250501544,218830.973630019,979533.502959732,0.0114855166308481,1877572.64978783,150639.926109507,-0.844446256278412,508522.105112144,38876.198559855,-0.959855674495929,174890.374878771,312350.999652146,0.00412544222072575,533878.209273975,20315.3966330422,-0.934691399576884,81324.7230674091,4768.0580503622,-0.984671960699066,25999.2918670637
177,0.414723472485325,0.00150000000000006,20.1806621666667,1400354.82004898,0.105550945260313,2052502.73255745,181643.593950627,-0.856596168258576,619100.155505365,45324.0689867604,-0.964217592145965,215840.194779551,975996.387808418,0.00783302204810199,1862616.61517189,150561.190742142,-0.844527559974331,538245.273035164,38952.4792456157,-0.959776905565678,166973.030119972,312193.314376771,0.00361852592641165,536307.947481326,20326.6069766383,-0.934655361304889,87081.2628881053,4777.36305312639,-0.984642047589118,25667.6678100782,1400354.822543,0.105550947089809,2052502.73716983,181643.594186614,-0.856596168090362,619100.156331034,45324.0690620974,-0.964217592091002,215840.195084825,979886.730151112,0.0118502659600763,1876964.34431514,150858.497751524,-0.844220554911814,542156.369950394,38887.6475149174,-0.959843852080268,171813.602298865,312193.31488539,0.00361852760759129,536307.948419576,20326.6069938106,-0.934655361246683,87081.2630121933,4777.3630596631,-0.984642047567399,25667.667855772
178,0.414552883912011,0.00150000000000006,20.2781384583333,1399711.70352069,0.10504321816459,2061632.25313916,181890.750864798,-0.856401043025901,628162.634734408,45301.1008626384,-0.964235725001274,215112.085333928,976012.650639307,0.00784981536640328,1872948.55554059,150679.844725456,-0.844405035542812,535417.244146078,38916.5205595022,-0.959814037210577,174026.008519602,312134.249528198,0.00342864813746169,538668.892373287,20336.1323470191,-0.934624739770922,82566.6666008271,4768.2610453614,-0.984671308124803,25385.9280075552,1399711.70703521,0.105043220799814,2061632.25803147,181890.751147039,-0.856401042821195,628162.636111399,45301.1009072514,-0.964235724970566,215112.085959844,979959.062933718,0.0119249582107879,1876307.89737399,150820.620957552,-0.844259667232529,514195.204744897,38828.2257558993,-0.959905212154668,171560.038867306,312134.248704113,0.00342864553434441,538668.89087624,20336.132316242,-0.934624739866859,82566.6663625003,4768.26103676517,-0.984671308151734,25385.9279408666
179,0.414327264196758,0.00150000000000006,20.7375942916667,1396473.93879947,0.102487070396305,2066794.22360471,182179.774934311,-0.856172864546648,628991.433306082,45293.497664259,-0.964241727567935,215167.605924413,976352.632031598,0.00820088682354503,1868291.70953481,150713.698707938,-0.844370077256184,545802.143129075,38896.978964204,-0.959834216245347,174749.399110366,312233.688513205,0.00374831804375519,540147.170557149,20368.6869537837,-0.934520085363064,81775.8426305456,4763.26765505374,-0.984687360547418,25283.8159874377,1396473.94119336,0.102487072147137,2066794.22655968,182179.775136819,-0.856172864404919,628991.434666088,45293.4976862805,-0.964241727555061,215167.606338716,979933.090646818,0.0118981387176791,1889318.72814547,150997.442434254,-0.844077077905903,523411.188757652,38804.8141710375,-0.959929387416604,170640.021699456,312233.689228134,0.00374832038817208,540147.17193892,20368.6869829365,-0.934520085266338,81775.8428422902,4763.2676646994,-0.984687360515707,25283.8160415597
