phaseFrac,spacingFactor,widthFactor,helixPlusWeight,anglePlusDeg,helixMinusWeight,angleMinusDeg,axialWeight,bendingWeight,ringWeight,ringSpacingFactor,jointRingWeight,jointRingWidthFactor,baseDensity,eval,VF,stressRatio,dispRatio,maxHM,maxAbsUz
9.99999998688742e-09,19.1610204836799,0.900748767247084,0.800005482686525,45.3942319507476,0.80000550352065,45.3942323123186,0.348906146942466,0.350024351302828,4e-09,32,0.750166663913034,3.00248294507073,0.0399673504098782,62,0.527912702125696,1.18231610344818,0,14804944.5965381,0.0701126639092634
9.99999998533723e-09,19.1115468182907,0.900655947881964,0.799887235317365,45.3727216694068,0.799887255375732,45.372722064638,0.349104623528877,0.350014782603809,4e-09,32,0.750167035989035,3.00255692721294,0.0399804421487714,63,0.531598918980127,1.17897926011202,0,14763160.6940986,0.0685605260120746
9.99999998425209e-09,19.0769764218139,0.900590979689801,0.799804460676319,45.3576641421371,0.799804480191637,45.3576645609311,0.349243572304001,0.350008084549074,4e-09,32,0.750167296442236,3.00260871565189,0.0399896093895329,64,0.53417927077823,1.17903114443449,0,14763810.3888101,0.0675028984688902
9.99999998349248e-09,19.0528072926461,0.900545504583652,0.799746517702343,45.3471237179632,0.799746536837515,45.3471241532516,0.349340843856806,0.350003395927705,4e-09,32,0.750167478759476,3.00264496801945,0.0399960279398998,65,0.535985517036901,1.17713175261029,0,14740026.2327435,0.0668136268926063
9.99999998296078e-09,19.0359037347134,0.900513673297346,0.799705957265617,45.3397453473746,0.799705976134683,45.3397457942091,0.349408937567759,0.350000113901051,4e-09,32,0.750167606381544,3.00267034490229,0.0400005216513587,66,0.537249889417971,1.17539911301091,0,14718330.1455466,0.0663873111243651
9.99999998258857e-09,19.0240785324928,0.900491392028085,0.799677564786133,45.3345804526632,0.799677583468922,45.3345809075801,0.349456604938773,0.349997816486462,4e-09,32,0.750167695716992,3.0026881088308,0.0400036676052542,67,0.53813495008472,1.17182005861324,0,14673513.2798108,0.0661045526419298
9.99999998232805e-09,19.0158044692014,0.900475795448879,0.799657689965395,45.3309650093421,0.799657708517789,45.3309654699166,0.349489972966597,0.349996208298244,4e-09,32,0.750167758251805,3.00270054363491,0.0400058699473718,68,0.538754492551445,1.16939854472028,0,14643191.118994,0.0659052968294427
9.99999998214565e-09,19.0100143806352,0.900464877994985,0.799643777549197,45.3284341907697,0.799643796010314,45.3284346553047,0.349513331011167,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,69,0.539188172278152,1.16780592633229,0,14623248.3753159,0.0657650894318044
6.91830971929387e-09,19.0100143806352,0.900464877994985,0.799643777549197,45.3284341907697,0.799643796010314,45.3284346553047,0.349513331011167,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,70,0.539188172278152,1.16780592646656,0,14623248.3769973,0.0657650894368535
9.99999998214565e-09,18.8660307006679,0.900464877994985,0.799643777549197,45.3284341907697,0.799643796010314,45.3284346553047,0.349513331011167,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,71,0.539188172278152,1.19285738316735,0,14936942.3438104,0.0660564158065035
9.99999998214565e-09,19.0100143806352,0.892762823889377,0.799643777549197,45.3284341907697,0.799643796010314,45.3284346553047,0.349513331011167,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,72,0.539188172278152,1.16771119984743,0,14622062.2116867,0.0654695555602542
9.99999998214565e-09,19.0100143806352,0.900464877994985,0.807105729563984,45.3284341907697,0.799643796010314,45.3284346553047,0.349513331011167,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,73,0.539188172278152,1.16831336402604,0,14629602.5025415,0.0658368596879356
9.99999998214565e-09,19.0100143806352,0.900464877994985,0.799643777549197,45.5783498803523,0.799643796010314,45.3284346553047,0.349513331011167,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,74,0.539188172278152,1.16456148016499,0,14582621.4688454,0.065574646047072
9.99999998214565e-09,19.0100143806352,0.900464877994985,0.799643777549197,45.3284341907697,0.807105747998843,45.3284346553047,0.349513331011167,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,75,0.539188172278152,1.16831336457404,0,14629602.5094036,0.0658368402136437
9.99999998214565e-09,19.0100143806352,0.900464877994985,0.799643777549197,45.3284341907697,0.799643796010314,45.5783503447188,0.349513331011167,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,76,0.539188172278152,1.16456146547425,0,14582621.2848883,0.0655726336545186
9.99999998214565e-09,19.0100143806352,0.900464877994985,0.799643777549197,45.3284341907697,0.799643796010314,45.3284346553047,0.345582146453755,0.349995082567468,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,77,0.539188172278152,1.16728782990892,0,14616760.7796372,0.0659741324329243
9.99999998214565e-09,19.0100143806352,0.900464877994985,0.799643777549197,45.3284341907697,0.799643796010314,45.3284346553047,0.349513331011167,0.34606264197631,4e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,78,0.539188172278152,1.16905292489498,0,14638863.2727015,0.0657815636356722
9.99999998214565e-09,19.0100143806352,0.900464877994985,0.799643777549197,45.3284341907697,0.799643796010314,45.3284346553047,0.349513331011167,0.349995082567468,2.76732389275725e-09,32,0.750167802026175,3.00270924802432,0.0400074116723096,79,0.539188172278152,1.16780592633229,0,14623248.3753159,0.0657650894318044
